2024-06-16 00:36:04,264 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-06-16 00:36:04,310 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-06-16 00:36:04,310 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-06-16 00:36:04,311 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-06-16 00:36:04,322 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-06-16 00:36:04,322 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-06-16 00:36:04,323 INFO  SwAddin.cs: 201 - Setting up command manager
2024-06-16 00:36:04,324 INFO  SwAddin.cs: 204 - Adding command manager
2024-06-16 00:36:04,339 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-06-16 00:36:04,340 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-06-16 00:36:04,340 INFO  SwAddin.cs: 210 - Adding event handlers
2024-06-16 00:36:04,379 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-06-16 01:24:53,261 INFO  SwAddin.cs: 294 - Assembly export called for file LEG_24
2024-06-16 01:24:53,263 INFO  SwAddin.cs: 305 - A rebuild is required
2024-06-16 01:24:53,263 INFO  SwAddin.cs: 313 - Saving assembly
2024-06-16 01:24:53,362 INFO  SwAddin.cs: 316 - Opening property manager
2024-06-16 01:24:53,377 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from LEG_24
2024-06-16 01:24:53,382 INFO  ExportHelperExtension.cs: 1136 - Found 47 in LEG_24
2024-06-16 01:24:53,382 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in LEG_24
2024-06-16 01:24:53,382 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-06-16 01:24:53,383 INFO  ExportHelperExtension.cs: 1160 - 7 components to check
2024-06-16 01:24:53,383 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L2007_24-1
2024-06-16 01:24:53,384 INFO  ExportHelperExtension.cs: 1136 - Found 29 in L2007_24-1
2024-06-16 01:24:53,384 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L2007_24-1
2024-06-16 01:24:53,384 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L2001_24-1
2024-06-16 01:24:53,384 INFO  ExportHelperExtension.cs: 1136 - Found 33 in L2001_24-1
2024-06-16 01:24:53,385 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L2001_24-1
2024-06-16 01:24:53,385 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L2005_24-1
2024-06-16 01:24:53,385 INFO  ExportHelperExtension.cs: 1136 - Found 34 in L2005_24-1
2024-06-16 01:24:53,385 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L2005_24-1
2024-06-16 01:24:53,386 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L2002_24-1
2024-06-16 01:24:53,386 INFO  ExportHelperExtension.cs: 1136 - Found 39 in L2002_24-1
2024-06-16 01:24:53,386 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L2002_24-1
2024-06-16 01:24:53,386 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L2003_24-1
2024-06-16 01:24:53,387 INFO  ExportHelperExtension.cs: 1136 - Found 26 in L2003_24-1
2024-06-16 01:24:53,387 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L2003_24-1
2024-06-16 01:24:53,387 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L2004_24-1
2024-06-16 01:24:53,387 INFO  ExportHelperExtension.cs: 1136 - Found 28 in L2004_24-1
2024-06-16 01:24:53,388 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L2004_24-1
2024-06-16 01:24:53,388 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L2006_24-1
2024-06-16 01:24:53,388 INFO  ExportHelperExtension.cs: 1136 - Found 34 in L2006_24-1
2024-06-16 01:24:53,388 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L2006_24-1
